epoch,dice_coef,iou,loss,lr,precision_1,recall_1,val_dice_coef,val_iou,val_loss,val_precision_1,val_recall_1
28,0.8358423709869385,0.7183223962783813,0.1641577184200287,1e-04,0.9857897758483887,0.41187888383865356,0.717033326625824,0.5605124235153198,0.2829667627811432,0.9541466236114502,0.3221670985221863
29,0.8348902463912964,0.7169069647789001,0.16510970890522003,1e-04,0.9847652316093445,0.41245192289352417,0.7157584428787231,0.5589807629585266,0.2842414975166321,0.9545449018478394,0.3228748142719269
30,0.8365145325660706,0.719294011592865,0.16348548233509064,1e-04,0.9855785369873047,0.41212305426597595,0.7260444760322571,0.5712648034095764,0.27395540475845337,0.948957085609436,0.3353830575942993
31,0.8393375277519226,0.7234793305397034,0.1606622338294983,1e-04,0.9866287708282471,0.4127937853336334,0.718930184841156,0.5628589391708374,0.28106972575187683,0.956938624382019,0.3164384663105011
32,0.8419800400733948,0.7273936867713928,0.15801991522312164,1e-04,0.987667977809906,0.4127153158187866,0.7217891812324524,0.5663382411003113,0.2782108187675476,0.9546518921852112,0.3230087459087372
33,0.8441613912582397,0.7306509017944336,0.1558384895324707,1e-04,0.9888188242912292,0.41196417808532715,0.7145875692367554,0.557681679725647,0.2854124903678894,0.9579447507858276,0.3121211528778076
34,0.846268892288208,0.73380047082901,0.15373115241527557,1e-04,0.9892460107803345,0.41291987895965576,0.7069969177246094,0.548872172832489,0.2930029034614563,0.9654945731163025,0.29694661498069763
35,0.8474027514457703,0.7355130910873413,0.15259723365306854,1e-04,0.989477813243866,0.4133845567703247,0.7162492275238037,0.5599349141120911,0.2837506830692291,0.9647126793861389,0.30470532178878784
36,0.8519865870475769,0.742442786693573,0.1480133980512619,1e-05,0.9913528561592102,0.4132707417011261,0.7386945486068726,0.5870755910873413,0.26130542159080505,0.9573054909706116,0.3375156819820404
37,0.8568727970123291,0.749872088432312,0.14312703907489777,1e-05,0.993529200553894,0.4131399393081665,0.737290620803833,0.5853760242462158,0.2627093195915222,0.9586471319198608,0.3341885805130005
38,0.8593382239341736,0.7536473870277405,0.14066165685653687,1e-05,0.9945017695426941,0.41304534673690796,0.7365350127220154,0.5844510793685913,0.26346516609191895,0.9591518044471741,0.3326526880264282
39,0.861029863357544,0.7562474608421326,0.13897015154361725,1e-05,0.9951043128967285,0.412997305393219,0.7361250519752502,0.5839466452598572,0.26387497782707214,0.9592835903167725,0.3320610225200653
